body,tags
"<p>I'm currently reading a proof of the following claim from the notes <a href=""http://www.cs.berkeley.edu/~sinclair/cs271/n5.pdf"" rel=""nofollow"">http://www.cs.berkeley.edu/~sinclair/cs271/n5.pdf</a> which can be found on the bottom of page 6. I'd like to point out i'm interested in the random algorithmic aspects of the notes and have never studied Boolean functions before.</p>

<p>Claim 5.4: Almost all $n$-input Boolean functions require circuits of size at least $2^{n}/n$</p>

<p>The proof goes as follows: </p>

<p>Proof: (sketch) Let $N(S)$ be the number of circuits of size $S$. To bound $N(S)$, note that each gate has two
possible inputs and $16$ functions, so there are $16\times S^{2}$
choices for a single gate, so the number of circuits is
$N(S) \leq (16 ∗ S^{2})^{S}$. There are $2^{2^{n}}$
different functions with $n$ inputs. A calculation shows that if $S &lt; 2
^{n}/n$,
then $N(S)/2^{2^{n}} \rightarrow 0$
as $n \rightarrow \infty$.</p>

<p>Questions:</p>

<p>1) (NOT REGARDING PROOF) Firstly they mention briefly what a gate is but can every boolean function be represented using a series of gates? On page 6 they seem to mention a boolean function has $n$ inputs ($x_{1},...,x_{n}$) and $1$ output, and then just jump to a notion of a gate without really linking them together.  </p>

<p>2) (REGARDING PROOF) I understand since each gate has two inputs for example $x_{2},x_{5}$ and $|\{0,1\}^{2}|=4$ each of these pairs can be assigned two values $0$ or $1$ and so there are 16 possible functions. How did they get $16 \times S^{2}$ possible choices for each gate and more importantly what do they mean here by choice?</p>

<p>3) (REGARDING PROOF) How does the deduction that if $S&lt;2^{n}/n$ then then $N(S)/2^{2^{n}} \rightarrow 0$
as $n \rightarrow \infty$ complete the proof?</p>

<p>I really appreciate any help. </p>
","<combinatorics><graph-theory><algorithms><computational-complexity><satisfiability>"
"<p>Prove or disprove: There exists an integer k such that every k-connected graph is hamiltonian.</p>
","<graph-theory>"
"<p>$G$ is a connected graph. Show that if $A,B$ are bonds, and $e \in A \cap B$, there is a bond $C \subseteq A \cup B \setminus \{e\}$</p>

<p>A bond is a set of edges $X$ so that $G \setminus X$ has two connectivity components.</p>

<p>Any hints and assistance would be much appreciated!  </p>
","<graph-theory>"
"<blockquote>
  <p>If $G$ is a connected finite graph which has no triangles, and $G$ has the property that if two vertices have a common neighbour then they have exactly two common neighbours, does $G$ have to be strongly regular?</p>
</blockquote>

<p><strong>Note:</strong> I showed it is regular, but how to prove/disprove it's strongly regular?</p>
","<graph-theory>"
"<p>There is a transitive tournament (T) with $n &gt; 1$  vertices and the  score sequence is defined as $s_1, s_2, \ldots,s_n$</p>

<p>Prove that T is transitive if and only if the score of the $k^{th}$ vertex ($s_k$) = '$k-1$' for $k =1,2,\ldots. n $ </p>

<p>i.e $s_k = k-1$ for all $k= 1,2,3,\ldots, n$</p>

<p>I have been researching and noticed that this is similar to the Landau's Theorem (1953), however i am completely lost with the proof. I know that thew score is the out degree, and i know that the out degree is the total number of edges coming out of the vertex (n-1) minus the in-degree , which is of course also (0,1,2,3...n-1). </p>

<p>I know that a tournament must have a unique ranking, and i also know that at transitive  tournament must have at least one in degree on 0 .</p>

<p>I also know that a transitive tournament must have an in degree sequence of $(0,1,2,3,...n-1)$, and obviously the out degree is the number of edges minus that. </p>

<p>I have tried going along the lines of proof by contradiction, but i am completely stuck </p>

<p>I would really like to find a proof for this, please help! </p>
","<graph-theory><algebraic-graph-theory>"
"<p>Is there an elementary (no consideration of root systems involved) proof of the fact that the graph of an finite coxeter system doesn't entail any cycle? I got as far as this: If there were any cycle $s_1,\dots,s_p$, consider the element $s_1\dots s_p$. It's probably going to be of infinite order (but I can't say why) and therefore the coxeter group isn't finite. Alternatively, $(s_1\dots s_p)^r$ could yield to elements of increasing length contradicting the fact that finite coxeter groups entail an element of maximal length.</p>
","<group-theory><graph-theory><coxeter-groups>"
"<p>Prove that in a group of 60 people one can always find two people with even number of common acquaintances. </p>

<p>I just want a small hint to this problem , not a full solution .</p>
","<graph-theory>"
"<p>A coherent graph with at least $3$ vertices is called doubled coherent,if it remains coherent even if we delete any edge.How many,at least,edges do such a graph with $n$ vertices has to have?</p>

<p>I think that it should have at least $n$ edges,or am I wrong?</p>
","<graph-theory>"
"<p>We say that a graph $G$ is distributed with $\mathcal{G}_{n,p}$ if it is a graph on $n$ vertices, and for which each of the ${n\choose 2}$ possible edges is chosen independently of the other edges and with probability $p$.</p>

<p>A <em>monotone property</em> $P$ of a graph is a set of graphs (on $n$ vertices) that is closed from above (that is, if $G\in P$ and $G\subseteq H$ then $H\in P$.</p>

<p>A function $f(n)$ is said to be a <em>threshold</em> for a property $P$ if for any $p(n)=\omega(f(n))$, $G\sim\mathcal{G}_{n,p}$ has $P$ asymptotically almost surely (a.a.s.), and for any $p(n)=o(f(n))$, $G\sim\mathcal{G}_{n,p}$ does not have $P$ a.a.s.</p>

<p>For example, if $P$ is ""has a triangle as a subgraph"", then $P$ is clearly monotone, and $f(n)=n^{-1}$ is a threshold for $P$. $f(n)=\frac{\ln{n}+\ln\ln{n}}{n}$ is a threshold for the Hamiltonicity property (in a stronger sense).</p>

<p><strong>My question is this:</strong> what are the thresholds for the properties of having ""quite short"" paths or cycles? By ""quite short"" I mean of length $\Theta(n^\varepsilon)$ for some $0&lt;\varepsilon&lt;1$, or of length $\Theta(\ln{n})$.</p>
","<probability><graph-theory><random-graphs>"
"<blockquote>
  <p>Thomassen ($1983$): Prove that there exists a function $f : N → N$ such
  that every graph of minimum degree at least $3$ and girth at least
  <em>f(r)</em> has a K$_{r}$ minor, for every $r ∈ N$.</p>
</blockquote>

<p>So my book says that the proof results from theses two Lemmas (<strong>BOLDED</strong>), but I am having a hard time seeing the connections. </p>

<p>I just need to know/understand how it results from the two lemmas (I want to say this problem might just be some simple algebraic manipulation of the equations to find the functions, but I am having a hard time figuring it out. Maybe solve for a $k$ in terms of $r$ then plug it in somewhere?)</p>

<p>This is from the book:</p>

<blockquote>
  <p>""There exists a function $f: N → N$ such that every graph of minimum
  degree at least $3$ and girth at least $f(r)$ has a $K_r$ minor, for all
  <em>r∈ N</em>. </p>
  
  <p>Proof. </p>
  
  <p>We prove the theorem with $f(r) := 8 log r + 4 log(log r)+ c $, for some constant $c∈R$. Let $k = k(r)∈N$ be minimal with $3·2k$
  $≥ c′r\sqrt{logr}$, where $c′∈R$ is the constant from Theorem $7.2.3.$ 
  Then for a suitable constant $c∈R$ we have $8k + 3 ≥ 8 log r +$
  $4log(log &gt; r)+ c$, 
  and the <strong>result follows by Lemma $1$ and $2$</strong> (below).""</p>
  
  <p>$1.$ <em>(Kostochka $1982$)</em> There exists a constant $c∈R$ such that for every $r ∈ N$, every graph $G$ of average degree $d(G) ≥ c ·r\sqrt{logr}$ contains a K$_r$ as a minor. Up to the value of $c$, this bound is best
  possible as a function of $r$.</p>
  
  <p>$2.$ Let $d, k ∈ N$ with $d≥3$ and let $G$ be a graph of minimum degree $\delta(G)≥d$ and girth $g(G)≥ 8k+3$. Then $G$ has a minor $H$ of minimum
  $\delta(H) ≥ \{d(d − 1)\}^k$.</p>
</blockquote>
","<graph-theory>"
"<p>Given two points $X,Y$ on two sides of square $[0,1]\times [0,1]$ ($X:(0,1/2),Y:(1,1/2)$ (PS: My original question is $X,Y$ on opposite of a square, but I think that's not the real case) )and $n$ points distributed uniformly(i.i.d) in the square (where $n$ is large, and $A$ denotes the set of $n$ points), can I caluculate the asymptotic behavior of the value $M(n)$, where $M$ is defined as
$$M(n)=E\left[\min_{B\subset A} \sum_{k=1}^{|B|+1} d(B_k,B_{k-1})^2\right]$$
where $B_k$ is the $k$th element of $B$,$B_0=X,B_{m+1}=Y$(We let $m=|B|$), and the expected value is taken over all the possible $A$ . That is to say, I would like to compute the expected value of the minimal weight defined as sum of the square of distance.</p>

<p>I know that when $n\to\infty,M(n)\to 0$. And in the $1$-dim case, this is easy, since it is only a Poisson process, and the distance between two consecutive points are surely exponential distribution.(Calculation suggests it's about $(n+3)/((n+1)(n+2))$,where $n$ is number of points added) But in the two dimensional case, I got stuck and don't know how to tackle it. This is a problem arouse from the calculation of the cost of a network. Any hint or reference are welcomed, Thanks!</p>

<p>(Some computer experiment suggests that the weight is about $\approx 1.1/\sqrt{n}=O(1/\sqrt{n})$. I also wonder if there are some similar results?)</p>
","<probability><graph-theory><stochastic-processes>"
"<p>There is a proof in my textbook for the following claim, which doesn't make a whole lot of sense to me.  My annotations are in <strong>bold</strong>.  Could someone perhaps elaborate on what's going on?</p>

<p>Claim.  If there does not exist a cycle containing edges $e$ and $g$ then there exists a vertex $u \in V (G)$ such that every path in $G$ sharing one end with e and another with $g$ contains $u$.</p>

<p>Proof: The claim trivially holds if $e$ or $g$ is a loop <strong>OK</strong>, so we assume that neither is. Let $P$ with vertex set $v_1, v_2, . . . , v_k,$ in order, be a path with $e$ joining $v_1$ to $v_2$ and $g$ joining $v_{k−1}$ and $v_k$. Let $f_i \in E(P_i)$ be the edge with ends $v_i$ and $v_{i+1}$. Let $j$ be chosen minimum so that no cycle in $G$ contains $e$ and $f_j$ <strong>We can do this because we know that at least the edge $g$ will not create a cycle by assumption, right?</strong>. We will show that $u = v_j$ satisfies the claim.</p>

<p>Suppose not. Let $C$ be a cycle containing $e$ and $f_{j−1}$ <strong>What if $f_j = e$?  then what cycle? a single vertex?</strong> and let $P′$ be a
path from an end of $e$ to an end of $f$ <strong>Not sure what the book meant by $f$ here, any guesses?</strong> avoiding $u$. Choose a subpath $Q$ of $P′$ with one end in $V (C)$ and another in ${v_{j+1}, v_{j+2}, . . . , v_k}$ as short as possible. Then $C \cup Q \cup P$ contains a cycle containing both $e$ and $f_j$, a contradiction. (The last statement requires some case checking.) <strong>This ending seems a bit abrupt and non-obvious to me</strong></p>

<p>Thanks for the help</p>
","<graph-theory><proof-explanation>"
"<p>Let $G$ be a graph. </p>

<p><strong>Is the following implication true ?</strong></p>

<p>$G$ is graceful $\Rightarrow G$ is connected </p>

<p><strong>Definition</strong>: Let $G$ be a graph with $m$ edges. $G$ is <strong>graceful</strong> if there exists an injection $\Phi: V(G) \mapsto \{0,\ldots, m\}$ and $\{\mid \Phi(u) - \Phi(v) \mid : uv \in E(G) \} = \{1, \ldots, m\}$ </p>
","<graph-theory>"
"<p>Naturally we can describe graphs via tables of ""yes there is an edge"" or ""no there is not"" between each pair of vertices, so the definition of an adjacency matrix is easily understood.  Thinking of these tables as <em>matrices</em>, however, adds structure - specifically, an interpretation as a linear operator.  Why do we look at them in this light?  Is it just for application - for example, efficiently obtaining a lot of data about a graph by computing its spectrum?  Or is there also an intuitive geometric (or algebraic) motivation behind the adjacency matrix?</p>

<p>For example, the $2$-path <img src=""http://i.stack.imgur.com/bSdoS.png"" alt=""2-path""> has adjacency matrix
 $$\mathcal{A}(P_2)=\left(\begin{array}{cc} 0 &amp; 1\\1 &amp; 0\end{array}\right)$$ which acts on a $2$-dimensional vector space by flipping the coordinates, $(x,y)\mapsto (y,x)$.  Can we somehow intuitively connect this action to the $2$-path?  What about for other simple graphs?</p>
","<linear-algebra><abstract-algebra><graph-theory><intuition><spectral-graph-theory>"
